Country,Year,Month,Category,Brand,Data Type,Tier 1,Tier 2,Tier 3,Expense
Guatemala,2022,12,Energy Drinks,SOBE,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,"7,781"
Guatemala,2022,12,Energy Drinks,SOBE,A&M,PULL - working,Media Placements,Digital Media,"1,563"
Guatemala,2022,12,Energy Drinks,SOBE,A&M,PULL - working,Media Placements,Media Placements,681
Guatemala,2022,12,Energy Drinks,SOBE,A&M,PULL - working,Media Placements,Other Media,"4,870"
Guatemala,2022,12,Energy Drinks,SOBE,A&M,PULL - working,Sponsorships,Sponsorships,"6,107"
Guatemala,2022,12,Energy Drinks,SOBE,STB,Others,Bottler Cooperative,Price Support,"37,664"
Guatemala,2022,12,Energy Drinks,SOBE,STB,PUSH,Trade Equipment,On Premise Equipment,"2,701"
Guatemala,2022,12,Energy Drinks,SOBE,STB,PUSH,Trade Programs,Distribution Incentives,882
Guatemala,2022,12,Energy Drinks,SOBE,STB,PUSH,Trade Programs,Sales Incentives,"8,099"
Guatemala,2022,12,Energy Drinks,SOBE,STB,PUSH,Trade Programs,Space Investments,"2,184"
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,Digital Ad Production,"77,446"
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,Other Ad Production,"10,010"
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"18,313"
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Strategic Insights,"89,516"
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,All Other Non Working,"6,673"
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - working,Consumer Promotions,Consumer Promotions Execution,"23,821"
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - working,Consumer Promotions,Premiums,"7,997"
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,"27,830"
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Digital Media,"10,930"
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Media Placements,"141,724"
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Other Media,"19,669"
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,All Other Working,910
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Sample Executing,392
Guatemala,2022,12,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Sponsorships,"137,020"
Guatemala,2022,12,Sport Drinks,Gatorade,STB,Others,Bottler Cooperative,Price Support,"-288,694"
Guatemala,2022,12,Sport Drinks,Gatorade,STB,PUSH,Trade Equipment,On Premise Equipment,"19,212"
Guatemala,2022,12,Sport Drinks,Gatorade,STB,PUSH,Trade Programs,Distribution Incentives,"10,536"
Guatemala,2022,12,Sport Drinks,Gatorade,STB,PUSH,Trade Programs,Sales Incentives,"1,634"
Guatemala,2022,12,Sport Drinks,Gatorade,STB,PUSH,Trade Programs,Space Investments,207
Guatemala,2023,2,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"109,014"
Guatemala,2023,2,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"14,866"
Guatemala,2023,2,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,All Other Non Working,"13,346"
Guatemala,2023,2,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,All Other Working,"1,820"
Guatemala,2023,3,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"54,507"
Guatemala,2023,3,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"7,433"
Guatemala,2023,3,CSD Colas,PEPSI,A&M,PULL - working,Sponsorships,Sponsorships,"21,771"
Guatemala,2023,3,Energy Drinks,AMP,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"295,653"
Guatemala,2023,3,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,All Other Non Working,"6,673"
Guatemala,2023,3,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,All Other Working,910
Guatemala,2023,4,CSD Colas,PEPSI,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"19,888"
Guatemala,2023,4,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"105,033"
Guatemala,2023,4,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"54,507"
Guatemala,2023,4,CSD Colas,PEPSI,A&M,PULL - working,Consumer Promotions,Consumer Promotions Execution,"163,587"
Guatemala,2023,4,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Media Placements,"167,646"
Guatemala,2023,4,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Other Media,"3,181"
Guatemala,2023,4,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"7,433"
Guatemala,2023,4,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Fall In / Fall Out,"-918,962"
Guatemala,2023,4,CSD Colas,PEPSI,A&M,PULL - working,Sponsorships,Sponsorships,"74,605"
Guatemala,2023,4,CSD Colas,PEPSI,STB,Others,Bottler Cooperative,Price Support,"1,709,737"
Guatemala,2023,4,CSD Colas,PEPSI,STB,PUSH,Trade Programs,Sales Incentives,"138,327"
Guatemala,2023,4,CSD Colas,PEPSI,STB,PUSH,Trade Programs,Space Investments,"443,257"
Guatemala,2023,4,Energy Drinks,AMP,A&M,PULL - Non working,Insight,Strategic Insights,"4,823"
Guatemala,2023,4,Energy Drinks,AMP,A&M,PULL - working,Media Placements,Media Placements,"92,793"
Guatemala,2023,4,Energy Drinks,AMP,A&M,PULL - working,Media Placements,Other Media,"4,625"
Guatemala,2023,4,Energy Drinks,AMP,STB,Others,Bottler Cooperative,Price Support,"195,774"
Guatemala,2023,4,Energy Drinks,AMP,STB,PUSH,Trade Programs,Distribution Incentives,"6,260"
Guatemala,2023,4,Energy Drinks,AMP,STB,PUSH,Trade Programs,Sales Incentives,815
Guatemala,2023,4,Energy Drinks,AMP,STB,PUSH,Trade Programs,Space Investments,"5,077"
Guatemala,2023,4,Energy Drinks,SOBE,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"3,238"
Guatemala,2023,4,Energy Drinks,SOBE,A&M,PULL - Non working,Insight,Strategic Insights,"4,823"
Guatemala,2023,4,Energy Drinks,SOBE,A&M,PULL - working,Media Placements,Other Media,403
Guatemala,2023,4,Energy Drinks,SOBE,STB,Others,Bottler Cooperative,Price Support,"397,731"
Guatemala,2023,4,Energy Drinks,SOBE,STB,PUSH,Trade Programs,Distribution Incentives,"2,850"
Guatemala,2023,4,Energy Drinks,SOBE,STB,PUSH,Trade Programs,Space Investments,"2,999"
Guatemala,2023,4,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"4,538"
Guatemala,2023,4,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Strategic Insights,"25,083"
Guatemala,2023,4,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,All Other Non Working,"6,673"
Guatemala,2023,4,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Media Placements,320
Guatemala,2023,4,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Other Media,"12,133"
Guatemala,2023,4,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,All Other Working,910
Guatemala,2023,4,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,Fall In / Fall Out,"-3,609"
Guatemala,2023,4,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Sponsorships,"13,461"
Guatemala,2023,4,Sport Drinks,Gatorade,STB,Others,Bottler Cooperative,Price Support,"313,081"
Guatemala,2023,4,Sport Drinks,Gatorade,STB,PUSH,Trade Programs,Distribution Incentives,"2,722"
Guatemala,2023,4,Sport Drinks,Gatorade,STB,PUSH,Trade Programs,Space Investments,33
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"45,754"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"25,522"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Strategic Insights,"20,850"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"54,507"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - Non working,Package Design,Package Design,"10,391"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - working,Consumer Promotions,Consumer Promotions Execution,"120,354"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - working,Consumer Promotions,Other Consumer Promotions,"37,081"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - working,Consumer Promotions,Premiums,"4,316"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,"66,119"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Media Placements,"208,468"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Other Media,"45,158"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"29,933"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Fall In / Fall Out,"-100,150"
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - working,Sampling,Sample Executing,900
Guatemala,2023,5,CSD Colas,PEPSI,A&M,PULL - working,Sponsorships,Sponsorships,"200,507"
Guatemala,2023,5,CSD Colas,PEPSI,STB,Others,Bottler Cooperative,CDAs,"101,569"
Guatemala,2023,5,CSD Colas,PEPSI,STB,Others,Bottler Cooperative,Price Support,"835,737"
Guatemala,2023,5,CSD Colas,PEPSI,STB,PUSH,Trade Equipment,"Stands/ Racks, Other Trade Equipment","15,168"
Guatemala,2023,5,CSD Colas,PEPSI,STB,PUSH,Trade Programs,Sales Incentives,"60,610"
Guatemala,2023,5,CSD Colas,PEPSI,STB,PUSH,Trade Programs,Space Investments,"196,686"
Guatemala,2023,5,Energy Drinks,AMP,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"13,894"
Guatemala,2023,5,Energy Drinks,AMP,A&M,PULL - working,Consumer Promotions,Premiums,"1,995"
Guatemala,2023,5,Energy Drinks,AMP,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,"1,636"
Guatemala,2023,5,Energy Drinks,AMP,A&M,PULL - working,Media Placements,Media Placements,"11,155"
Guatemala,2023,5,Energy Drinks,AMP,A&M,PULL - working,Media Placements,Other Media,"14,065"
Guatemala,2023,5,Energy Drinks,AMP,STB,Others,Bottler Cooperative,Price Support,"78,179"
Guatemala,2023,5,Energy Drinks,AMP,STB,PUSH,Trade Programs,Distribution Incentives,"9,058"
Guatemala,2023,5,Energy Drinks,AMP,STB,PUSH,Trade Programs,Space Investments,"11,060"
Guatemala,2023,5,Energy Drinks,SOBE,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"109,161"
Guatemala,2023,5,Energy Drinks,SOBE,A&M,PULL - working,Media Placements,Other Media,"2,361"
Guatemala,2023,5,Energy Drinks,SOBE,A&M,PULL - working,Sponsorships,Sponsorships,"2,234"
Guatemala,2023,5,Energy Drinks,SOBE,STB,Others,Bottler Cooperative,Price Support,"161,102"
Guatemala,2023,5,Energy Drinks,SOBE,STB,PUSH,Trade Programs,Distribution Incentives,"2,120"
Guatemala,2023,5,Energy Drinks,SOBE,STB,PUSH,Trade Programs,Space Investments,"2,685"
Guatemala,2023,5,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"4,821"
Guatemala,2023,5,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Strategic Insights,"27,923"
Guatemala,2023,5,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,All Other Non Working,"6,673"
Guatemala,2023,5,Sport Drinks,Gatorade,A&M,PULL - Non working,Package Design,Package Design,176
Guatemala,2023,5,Sport Drinks,Gatorade,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,"2,699"
Guatemala,2023,5,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Other Media,"3,156"
Guatemala,2023,5,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,All Other Working,910
Guatemala,2023,5,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Sample Executing,986
Guatemala,2023,5,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Sponsorships,"10,902"
Guatemala,2023,5,Sport Drinks,Gatorade,STB,Others,Bottler Cooperative,Price Support,"131,323"
Guatemala,2023,5,Sport Drinks,Gatorade,STB,PUSH,Trade Programs,Distribution Incentives,"1,326"
Guatemala,2023,5,Sport Drinks,Gatorade,STB,PUSH,Trade Programs,Space Investments,12
Guatemala,2023,6,CSD Colas,PEPSI,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"141,241"
Guatemala,2023,6,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"429,792"
Guatemala,2023,6,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Strategic Insights,"26,945"
Guatemala,2023,6,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,All Other Non Working,"111,623"
Guatemala,2023,6,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"54,507"
Guatemala,2023,6,CSD Colas,PEPSI,A&M,PULL - Non working,Package Design,Package Design,"13,394"
Guatemala,2023,6,CSD Colas,PEPSI,A&M,PULL - working,Consumer Promotions,Consumer Promotions Execution,"50,669"
Guatemala,2023,6,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"7,433"
Guatemala,2023,6,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Fall In / Fall Out,"-30,451"
Guatemala,2023,6,CSD Colas,PEPSI,STB,Others,Bottler Cooperative,Price Support,"739,179"
Guatemala,2023,6,CSD Colas,PEPSI,STB,PUSH,Trade Programs,Sales Incentives,"61,295"
Guatemala,2023,6,CSD Colas,PEPSI,STB,PUSH,Trade Programs,Space Investments,"251,583"
Guatemala,2023,6,Energy Drinks,AMP,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"45,166"
Guatemala,2023,6,Energy Drinks,AMP,A&M,PULL - Non working,Insight,Strategic Insights,"14,950"
Guatemala,2023,6,Energy Drinks,AMP,A&M,PULL - Non working,Other Non Working,All Other Non Working,68
Guatemala,2023,6,Energy Drinks,AMP,A&M,PULL - Non working,Package Design,Package Design,240
Guatemala,2023,6,Energy Drinks,AMP,A&M,PULL - working,Consumer Promotions,Premiums,207
Guatemala,2023,6,Energy Drinks,AMP,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,"1,471"
Guatemala,2023,6,Energy Drinks,AMP,A&M,PULL - working,Media Placements,Media Placements,"9,229"
Guatemala,2023,6,Energy Drinks,AMP,A&M,PULL - working,Media Placements,Other Media,"5,044"
Guatemala,2023,6,Energy Drinks,AMP,A&M,PULL - working,Other Working,Fall In / Fall Out,"-60,121"
Guatemala,2023,6,Energy Drinks,AMP,A&M,PULL - working,Sponsorships,Sponsorships,283
Guatemala,2023,6,Energy Drinks,AMP,STB,Others,Bottler Cooperative,Price Support,"69,342"
Guatemala,2023,6,Energy Drinks,AMP,STB,PUSH,Trade Programs,Distribution Incentives,"7,977"
Guatemala,2023,6,Energy Drinks,AMP,STB,PUSH,Trade Programs,Space Investments,"16,843"
Guatemala,2023,6,Energy Drinks,SOBE,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"6,587"
Guatemala,2023,6,Energy Drinks,SOBE,A&M,PULL - Non working,Other Non Working,All Other Non Working,37
Guatemala,2023,6,Energy Drinks,SOBE,A&M,PULL - working,Consumer Promotions,Premiums,"1,214"
Guatemala,2023,6,Energy Drinks,SOBE,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,407
Guatemala,2023,6,Energy Drinks,SOBE,A&M,PULL - working,Media Placements,Other Media,"1,786"
Guatemala,2023,6,Energy Drinks,SOBE,A&M,PULL - working,Sponsorships,Sponsorships,"9,983"
Guatemala,2023,6,Energy Drinks,SOBE,STB,Others,Bottler Cooperative,Price Support,"137,627"
Guatemala,2023,6,Energy Drinks,SOBE,STB,PUSH,Trade Programs,Distribution Incentives,"2,749"
Guatemala,2023,6,Energy Drinks,SOBE,STB,PUSH,Trade Programs,Space Investments,"10,085"
Guatemala,2023,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"11,663"
Guatemala,2023,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Strategic Insights,"3,750"
Guatemala,2023,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,All Other Non Working,"6,945"
Guatemala,2023,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Package Design,Package Design,540
Guatemala,2023,6,Sport Drinks,Gatorade,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,"4,198"
Guatemala,2023,6,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Other Media,"6,819"
Guatemala,2023,6,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,All Other Working,910
Guatemala,2023,6,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Sponsorships,"20,508"
Guatemala,2023,6,Sport Drinks,Gatorade,STB,Others,Bottler Cooperative,Price Support,"76,135"
Guatemala,2023,6,Sport Drinks,Gatorade,STB,PUSH,Trade Programs,Distribution Incentives,"3,124"
Guatemala,2023,6,Sport Drinks,Gatorade,STB,PUSH,Trade Programs,Space Investments,5
Guatemala,2023,7,CSD Colas,PEPSI,A&M,PULL - Non working,Ad Production,Digital Ad Production,"112,503"
Guatemala,2023,7,CSD Colas,PEPSI,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"82,775"
Guatemala,2023,7,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"6,786"
Guatemala,2023,7,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Strategic Insights,"31,854"
Guatemala,2023,7,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"54,507"
Guatemala,2023,7,CSD Colas,PEPSI,A&M,PULL - Non working,Package Design,Package Design,"3,060"
Guatemala,2023,7,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"7,433"
Guatemala,2023,7,Energy Drinks,AMP,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,818
Guatemala,2023,7,Energy Drinks,AMP,A&M,PULL - Non working,Insight,Strategic Insights,"8,074"
Guatemala,2023,7,Energy Drinks,SOBE,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,491
Guatemala,2023,7,Energy Drinks,SOBE,A&M,PULL - Non working,Insight,Strategic Insights,"16,913"
Guatemala,2023,7,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"1,146"
Guatemala,2023,7,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Strategic Insights,"4,185"
Guatemala,2023,7,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,All Other Non Working,"6,673"
Guatemala,2023,7,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,All Other Working,910
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"212,585"
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Brand Building,"3,438"
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Strategic Insights,"47,142"
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"54,507"
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - Non working,Package Design,Package Design,"1,327"
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - working,Consumer Promotions,Consumer Promotions Execution,"553,664"
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - working,Consumer Promotions,Premiums,"16,771"
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,"337,799"
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Media Placements,"71,437"
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Other Media,"111,296"
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"23,033"
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - working,Sampling,Sample Executing,630
Guatemala,2023,8,CSD Colas,PEPSI,A&M,PULL - working,Sponsorships,Sponsorships,"32,232"
Guatemala,2023,8,CSD Colas,PEPSI,STB,Others,Bottler Cooperative,CDAs,"374,353"
Guatemala,2023,8,CSD Colas,PEPSI,STB,Others,Bottler Cooperative,Price Support,"1,369,892"
Guatemala,2023,8,CSD Colas,PEPSI,STB,PUSH,Trade Equipment,"Stands/ Racks, Other Trade Equipment","36,701"
Guatemala,2023,8,CSD Colas,PEPSI,STB,PUSH,Trade Programs,Distribution Incentives,"338,377"
Guatemala,2023,8,CSD Colas,PEPSI,STB,PUSH,Trade Programs,Space Investments,"133,755"
Guatemala,2023,8,Energy Drinks,AMP,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,66
Guatemala,2023,8,Energy Drinks,AMP,A&M,PULL - Non working,Insight,Strategic Insights,"11,560"
Guatemala,2023,8,Energy Drinks,AMP,A&M,PULL - Non working,Package Design,Package Design,670
Guatemala,2023,8,Energy Drinks,AMP,A&M,PULL - working,Media Placements,Media Placements,"11,413"
Guatemala,2023,8,Energy Drinks,AMP,A&M,PULL - working,Media Placements,Other Media,401
Guatemala,2023,8,Energy Drinks,AMP,A&M,PULL - working,Sampling,Sample Executing,"1,428"
Guatemala,2023,8,Energy Drinks,AMP,STB,Others,Bottler Cooperative,Price Support,"51,483"
Guatemala,2023,8,Energy Drinks,AMP,STB,PUSH,Trade Programs,Distribution Incentives,"8,706"
Guatemala,2023,8,Energy Drinks,AMP,STB,PUSH,Trade Programs,Space Investments,"10,887"
Guatemala,2023,8,Energy Drinks,SOBE,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,39
Guatemala,2023,8,Energy Drinks,SOBE,A&M,PULL - Non working,Insight,Strategic Insights,"28,360"
Guatemala,2023,8,Energy Drinks,SOBE,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,621
Guatemala,2023,8,Energy Drinks,SOBE,A&M,PULL - working,Media Placements,Other Media,401
Guatemala,2023,8,Energy Drinks,SOBE,A&M,PULL - working,Sponsorships,Sponsorships,"3,275"
Guatemala,2023,8,Energy Drinks,SOBE,STB,Others,Bottler Cooperative,Price Support,"19,216"
Guatemala,2023,8,Energy Drinks,SOBE,STB,PUSH,Trade Programs,Distribution Incentives,"1,620"
Guatemala,2023,8,Energy Drinks,SOBE,STB,PUSH,Trade Programs,Space Investments,"2,298"
Guatemala,2023,8,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,92
Guatemala,2023,8,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Strategic Insights,"1,674"
Guatemala,2023,8,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,All Other Non Working,"6,765"
Guatemala,2023,8,Sport Drinks,Gatorade,A&M,PULL - Non working,Package Design,Package Design,130
Guatemala,2023,8,Sport Drinks,Gatorade,A&M,PULL - working,Consumer Promotions,Premiums,"3,300"
Guatemala,2023,8,Sport Drinks,Gatorade,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,"1,214"
Guatemala,2023,8,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Other Media,"13,290"
Guatemala,2023,8,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,All Other Working,910
Guatemala,2023,8,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Sample Executing,482
Guatemala,2023,8,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Sponsorships,"6,416"
Guatemala,2023,8,Sport Drinks,Gatorade,STB,PUSH,Trade Programs,Distribution Incentives,"1,181"
Guatemala,2023,8,Sport Drinks,Gatorade,STB,PUSH,Trade Programs,Space Investments,65
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"10,981"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Brand Building,"41,560"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Strategic Insights,"32,536"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,All Other Non Working,"3,206"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"54,507"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - Non working,Package Design,Package Design,"5,265"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - working,Consumer Promotions,Consumer Promotions Execution,"151,984"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - working,Consumer Promotions,Premiums,"7,802"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,"112,686"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Media Placements,"66,932"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Other Media,"2,503"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - working,Other Working,All Other Working,"79,790"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"7,433"
Guatemala,2023,9,CSD Colas,PEPSI,A&M,PULL - working,Sponsorships,Sponsorships,"27,564"
Guatemala,2023,9,CSD Colas,PEPSI,STB,Others,Bottler Cooperative,CDAs,"-69,437"
Guatemala,2023,9,CSD Colas,PEPSI,STB,Others,Bottler Cooperative,Price Support,"926,303"
Guatemala,2023,9,CSD Colas,PEPSI,STB,PUSH,Trade Equipment,On Premise Equipment,"677,237"
Guatemala,2023,9,CSD Colas,PEPSI,STB,PUSH,Trade Equipment,"Stands/ Racks, Other Trade Equipment","47,949"
Guatemala,2023,9,CSD Colas,PEPSI,STB,PUSH,Trade Programs,Distribution Incentives,"323,083"
Guatemala,2023,9,CSD Colas,PEPSI,STB,PUSH,Trade Programs,Space Investments,"4,334"
Guatemala,2023,9,Energy Drinks,AMP,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,"1,744"
Guatemala,2023,9,Energy Drinks,AMP,A&M,PULL - Non working,Insight,Strategic Insights,"29,957"
Guatemala,2023,9,Energy Drinks,AMP,A&M,PULL - Non working,Package Design,Package Design,305
Guatemala,2023,9,Energy Drinks,AMP,A&M,PULL - working,In-Store and POS Execution,In-Store and POS Execution,422
Guatemala,2023,9,Energy Drinks,AMP,A&M,PULL - working,Media Placements,Media Placements,651
Guatemala,2023,9,Energy Drinks,AMP,A&M,PULL - working,Media Placements,Other Media,"13,918"
Guatemala,2023,9,Energy Drinks,AMP,A&M,PULL - working,Sampling,Sample Executing,"2,695"
Guatemala,2023,9,Energy Drinks,AMP,A&M,PULL - working,Sponsorships,Sponsorships,258
Guatemala,2023,9,Energy Drinks,AMP,STB,Others,Bottler Cooperative,Price Support,"67,151"
Guatemala,2023,9,Energy Drinks,AMP,STB,PUSH,Trade Programs,Space Investments,"10,490"
